,WK_CODE,Country,Time,2017,2018,2019
42277,WK158101,Wijk 01 Driebergen Rijssenburg,act ega per,0.344389,0.368841,0.39329400000000003
42278,WK158101,Wijk 01 Driebergen Rijssenburg,act col per,0.109724,0.101722,0.09372
42279,WK158101,Wijk 01 Driebergen Rijssenburg,act fat per,0.118521,0.136696,0.154872
42282,WK158101,Wijk 01 Driebergen Rijssenburg,biggest party,0.24976199999999998,0.208569,0.18689
42283,WK158101,Wijk 01 Driebergen Rijssenburg,biggest party name,1.0,1.0,6.0
42292,WK158102,Wijk 02 Leersum,act ind per,0.441622,0.389611,0.33760100000000004
42293,WK158102,Wijk 02 Leersum,act ega per,0.210675,0.220735,0.23079499999999997
42294,WK158102,Wijk 02 Leersum,act col per,0.11521700000000001,0.109327,0.10343699999999999
42295,WK158102,Wijk 02 Leersum,act fat per,0.188093,0.228649,0.269205
42298,WK158102,Wijk 02 Leersum,biggest party,0.273287,0.22104400000000002,0.168801
42299,WK158102,Wijk 02 Leersum,biggest party name,1.0,1.0,1.0
42308,WK158103,Wijk 03 Amerongen,act ind per,0.420735,0.371894,0.32305300000000003
42309,WK158103,Wijk 03 Amerongen,act ega per,0.149472,0.158563,0.167655
42310,WK158103,Wijk 03 Amerongen,act col per,0.0825365,0.0835775,0.0846184
42311,WK158103,Wijk 03 Amerongen,act fat per,0.308002,0.348149,0.38829600000000003
42314,WK158103,Wijk 03 Amerongen,biggest party,0.206341,0.168809,0.165678
42315,WK158103,Wijk 03 Amerongen,biggest party name,1.0,1.0,12.0
42324,WK158104,Wijk 04 Maarn,act ind per,0.47500600000000004,0.42844,0.381874
42325,WK158104,Wijk 04 Maarn,act ega per,0.275522,0.286215,0.296908
42326,WK158104,Wijk 04 Maarn,act col per,0.0896503,0.0856559,0.08166160000000001
42327,WK158104,Wijk 04 Maarn,act fat per,0.124384,0.157306,0.190229
42330,WK158104,Wijk 04 Maarn,biggest party,0.29828699999999997,0.256177,0.214067
42331,WK158104,Wijk 04 Maarn,biggest party name,1.0,1.0,1.0
42340,WK098100,Wijk 00 Vijlen Lemiers,act ind per,0.395013,0.375158,0.355304
42341,WK098100,Wijk 00 Vijlen Lemiers,act ega per,0.17388499999999998,0.174481,0.175077
42342,WK098100,Wijk 00 Vijlen Lemiers,act col per,0.172572,0.17125,0.169928
42343,WK098100,Wijk 00 Vijlen Lemiers,act fat per,0.19685,0.220464,0.24407800000000002
42346,WK098100,Wijk 00 Vijlen Lemiers,biggest party,0.198163,0.225044,0.265705
42347,WK098100,Wijk 00 Vijlen Lemiers,biggest party name,1.0,2.0,2.0
42356,WK098101,Wijk 01 Vaals,act ind per,0.29168,0.29168,0.29168
42357,WK098101,Wijk 01 Vaals,act ega per,0.191079,0.191079,0.191079
42358,WK098101,Wijk 01 Vaals,act col per,0.207529,0.207529,0.207529
42359,WK098101,Wijk 01 Vaals,act fat per,0.25087,0.25087,0.25087
42362,WK098101,Wijk 01 Vaals,biggest party,0.22714299999999998,0.22714299999999998,0.22714299999999998
42363,WK098101,Wijk 01 Vaals,biggest party name,3.0,3.0,3.0
42372,WK099400,Wijk 00 Valkenburg,act ind per,0.354694,0.354694,0.354694
42373,WK099400,Wijk 00 Valkenburg,act ega per,0.210189,0.210189,0.210189
42374,WK099400,Wijk 00 Valkenburg,act col per,0.154117,0.154117,0.154117
42375,WK099400,Wijk 00 Valkenburg,act fat per,0.216277,0.216277,0.216277
42378,WK099400,Wijk 00 Valkenburg,biggest party,0.194169,0.194169,0.194169
42379,WK099400,Wijk 00 Valkenburg,biggest party name,1.0,1.0,1.0
42388,WK099401,Wijk 01 Houthem Sint Gerlach,act ind per,0.403922,0.403922,0.403922
42389,WK099401,Wijk 01 Houthem Sint Gerlach,act ega per,0.213946,0.213946,0.213946
42390,WK099401,Wijk 01 Houthem Sint Gerlach,act col per,0.128368,0.128368,0.128368
42391,WK099401,Wijk 01 Houthem Sint Gerlach,act fat per,0.211173,0.211173,0.211173
42394,WK099401,Wijk 01 Houthem Sint Gerlach,biggest party,0.225832,0.225832,0.225832
42395,WK099401,Wijk 01 Houthem Sint Gerlach,biggest party name,1.0,1.0,1.0
42404,WK099402,Wijk 02 Schin op Geul Oud Valkenburg,act ind per,0.388519,0.388519,0.388519
42405,WK099402,Wijk 02 Schin op Geul Oud Valkenburg,act ega per,0.21963400000000002,0.21963400000000002,0.21963400000000002
42406,WK099402,Wijk 02 Schin op Geul Oud Valkenburg,act col per,0.175541,0.175541,0.175541
42407,WK099402,Wijk 02 Schin op Geul Oud Valkenburg,act fat per,0.146423,0.146423,0.146423
42410,WK099402,Wijk 02 Schin op Geul Oud Valkenburg,biggest party,0.196339,0.196339,0.196339
42411,WK099402,Wijk 02 Schin op Geul Oud Valkenburg,biggest party name,1.0,1.0,1.0
42420,WK099403,Wijk 03 Sibbe IJzeren,act ind per,0.346756,0.346756,0.346756
42421,WK099403,Wijk 03 Sibbe IJzeren,act ega per,0.251678,0.251678,0.251678
42422,WK099403,Wijk 03 Sibbe IJzeren,act col per,0.152125,0.152125,0.152125
42423,WK099403,Wijk 03 Sibbe IJzeren,act fat per,0.197987,0.197987,0.197987
42426,WK099403,Wijk 03 Sibbe IJzeren,biggest party,0.183445,0.183445,0.183445
42427,WK099403,Wijk 03 Sibbe IJzeren,biggest party name,1.0,1.0,1.0
42436,WK099404,Wijk 04 Berg en Terblijt Vilt,act ind per,0.358852,0.358852,0.358852
42437,WK099404,Wijk 04 Berg en Terblijt Vilt,act ega per,0.179426,0.179426,0.179426
42438,WK099404,Wijk 04 Berg en Terblijt Vilt,act col per,0.15311,0.15311,0.15311
42439,WK099404,Wijk 04 Berg en Terblijt Vilt,act fat per,0.2189,0.2189,0.2189
42442,WK099404,Wijk 04 Berg en Terblijt Vilt,biggest party,0.200957,0.200957,0.200957
42443,WK099404,Wijk 04 Berg en Terblijt Vilt,biggest party name,3.0,3.0,3.0
42452,WK099405,Wijk 05 Walem,act ind per,0.403922,0.403922,0.403922
42453,WK099405,Wijk 05 Walem,act ega per,0.213946,0.213946,0.213946
42454,WK099405,Wijk 05 Walem,act col per,0.128368,0.128368,0.128368
42455,WK099405,Wijk 05 Walem,act fat per,0.211173,0.211173,0.211173
42458,WK099405,Wijk 05 Walem,biggest party,0.225832,0.225832,0.225832
42459,WK099405,Wijk 05 Walem,biggest party name,1.0,1.0,1.0
42468,WK085800,Wijk 00 Valkenswaard,act ind per,0.397005,0.347604,0.29820399999999997
42469,WK085800,Wijk 00 Valkenswaard,act ega per,0.186148,0.178232,0.170316
42470,WK085800,Wijk 00 Valkenswaard,act col per,0.170348,0.168062,0.165775
42471,WK085800,Wijk 00 Valkenswaard,act fat per,0.179783,0.21452600000000002,0.24926900000000002
42474,WK085800,Wijk 00 Valkenswaard,biggest party,0.24635,0.205306,0.164262
42475,WK085800,Wijk 00 Valkenswaard,biggest party name,1.0,1.0,1.0
42484,WK085801,Wijk 01 Kloosterakkers en Dommelen,act ind per,0.381202,0.32974499999999995,0.278289
42485,WK085801,Wijk 01 Kloosterakkers en Dommelen,act ega per,0.197968,0.190585,0.183201
42486,WK085801,Wijk 01 Kloosterakkers en Dommelen,act col per,0.185097,0.181772,0.178447
42487,WK085801,Wijk 01 Kloosterakkers en Dommelen,act fat per,0.176291,0.21255100000000002,0.248811
42490,WK085801,Wijk 01 Kloosterakkers en Dommelen,biggest party,0.23200700000000002,0.19001300000000002,0.153724
42491,WK085801,Wijk 01 Kloosterakkers en Dommelen,biggest party name,1.0,1.0,12.0
42500,WK085802,Wijk 02 Borkel en Schaft,act ind per,0.570281,0.530239,0.490196
42501,WK085802,Wijk 02 Borkel en Schaft,act ega per,0.141901,0.129774,0.117647
42502,WK085802,Wijk 02 Borkel en Schaft,act col per,0.08032130000000001,0.0705528,0.060784300000000006
42503,WK085802,Wijk 02 Borkel en Schaft,act fat per,0.155288,0.202154,0.24902
42506,WK085802,Wijk 02 Borkel en Schaft,biggest party,0.286479,0.314808,0.34313699999999997
42507,WK085802,Wijk 02 Borkel en Schaft,biggest party name,2.0,2.0,2.0
42516,WK004700,Wijk 00 Veendam kern,act ind per,0.267434,0.22421,0.18098599999999998
42517,WK004700,Wijk 00 Veendam kern,act ega per,0.215942,0.18143299999999998,0.146924
42518,WK004700,Wijk 00 Veendam kern,act col per,0.28055399999999997,0.262036,0.24351799999999998
42519,WK004700,Wijk 00 Veendam kern,act fat per,0.180805,0.195893,0.210981
42522,WK004700,Wijk 00 Veendam kern,biggest party,0.18431,0.14307899999999998,0.192679
42523,WK004700,Wijk 00 Veendam kern,biggest party name,5.0,5.0,14.0
42532,WK004701,Wijk 01 Veendam buitengebied,act ind per,0.27532,0.27532,0.27532
42533,WK004701,Wijk 01 Veendam buitengebied,act ega per,0.17010799999999998,0.17010799999999998,0.17010799999999998
42534,WK004701,Wijk 01 Veendam buitengebied,act col per,0.27728600000000003,0.27728600000000003,0.27728600000000003
42535,WK004701,Wijk 01 Veendam buitengebied,act fat per,0.205506,0.205506,0.205506
42538,WK004701,Wijk 01 Veendam buitengebied,biggest party,0.212389,0.212389,0.212389
42539,WK004701,Wijk 01 Veendam buitengebied,biggest party name,5.0,5.0,5.0
42548,WK004702,Wijk 02 Wildervank,act ind per,0.280026,0.225189,0.170352
42549,WK004702,Wijk 02 Wildervank,act ega per,0.178375,0.153258,0.128141
42550,WK004702,Wijk 02 Wildervank,act col per,0.278731,0.24313400000000002,0.207538
42551,WK004702,Wijk 02 Wildervank,act fat per,0.199741,0.22474499999999997,0.24974899999999997
42554,WK004702,Wijk 02 Wildervank,biggest party,0.19553299999999998,0.147013,0.211558
42555,WK004702,Wijk 02 Wildervank,biggest party name,5.0,5.0,14.0
42564,WK034500,Wijk 00 Centrum,act ind per,0.407469,0.387929,0.36838899999999997
42565,WK034500,Wijk 00 Centrum,act ega per,0.191472,0.152316,0.11316099999999998
42566,WK034500,Wijk 00 Centrum,act col per,0.117057,0.116647,0.11623599999999999
42567,WK034500,Wijk 00 Centrum,act fat per,0.233835,0.290964,0.348094
42570,WK034500,Wijk 00 Centrum,biggest party,0.161929,0.137633,0.171587
42571,WK034500,Wijk 00 Centrum,biggest party name,1.0,8.0,8.0
42580,WK034501,Wijk 01 Noordoost,act ind per,0.45322299999999993,0.437943,0.422663
42581,WK034501,Wijk 01 Noordoost,act ega per,0.181604,0.169721,0.157839
42582,WK034501,Wijk 01 Noordoost,act col per,0.081499,0.0762,0.070901
42583,WK034501,Wijk 01 Noordoost,act fat per,0.248166,0.277596,0.307027
42586,WK034501,Wijk 01 Noordoost,biggest party,0.167322,0.17415999999999998,0.201308
42587,WK034501,Wijk 01 Noordoost,biggest party name,1.0,8.0,8.0
42596,WK034502,Wijk 02 Zuidoost,act ind per,0.46500600000000003,0.43696499999999994,0.40892399999999995
42597,WK034502,Wijk 02 Zuidoost,act ega per,0.158698,0.151058,0.14341800000000002
42598,WK034502,Wijk 02 Zuidoost,act col per,0.08554149999999999,0.08371210000000001,0.08188279999999999
42599,WK034502,Wijk 02 Zuidoost,act fat per,0.252448,0.29035700000000003,0.32826700000000003
42602,WK034502,Wijk 02 Zuidoost,biggest party,0.202621,0.16309,0.173327
42603,WK034502,Wijk 02 Zuidoost,biggest party name,1.0,1.0,8.0
42612,WK034503,Wijk 03 Zuidwest,act ind per,0.378934,0.361158,0.343383
42613,WK034503,Wijk 03 Zuidwest,act ega per,0.21511799999999998,0.20439100000000002,0.193664
42614,WK034503,Wijk 03 Zuidwest,act col per,0.12094200000000001,0.110292,0.0996423
42615,WK034503,Wijk 03 Zuidwest,act fat per,0.238166,0.277233,0.3163
42618,WK034503,Wijk 03 Zuidwest,biggest party,0.154895,0.132123,0.14563099999999998
42619,WK034503,Wijk 03 Zuidwest,biggest party name,1.0,1.0,12.0
42628,WK034504,Wijk 04 Noordwest,act ind per,0.438046,0.406731,0.375417
42629,WK034504,Wijk 04 Noordwest,act ega per,0.145124,0.13152,0.11791700000000001
42630,WK034504,Wijk 04 Noordwest,act col per,0.0750579,0.075654,0.07625
42631,WK034504,Wijk 04 Noordwest,act fat per,0.29844899999999996,0.346933,0.395417
42634,WK034504,Wijk 04 Noordwest,biggest party,0.156712,0.180648,0.204583
42635,WK034504,Wijk 04 Noordwest,biggest party name,8.0,8.0,8.0
42644,WK034505,Wijk 05 West,act ind per,0.5192939999999999,0.48553500000000005,0.451776
42645,WK034505,Wijk 05 West,act ega per,0.16630599999999998,0.152443,0.138579
42646,WK034505,Wijk 05 West,act col per,0.0948207,0.09006360000000001,0.08530639999999999
42647,WK034505,Wijk 05 West,act fat per,0.183836,0.22971399999999997,0.275592
42650,WK034505,Wijk 05 West,biggest party,0.202846,0.186609,0.214311
42651,WK034505,Wijk 05 West,biggest party name,1.0,8.0,8.0
42660,WK071700,Wijk 00 Veere,act ind per,0.507772,0.507772,0.507772
42661,WK071700,Wijk 00 Veere,act ega per,0.200777,0.200777,0.200777
42662,WK071700,Wijk 00 Veere,act col per,0.125324,0.125324,0.125324
42663,WK071700,Wijk 00 Veere,act fat per,0.142811,0.142811,0.142811
42666,WK071700,Wijk 00 Veere,biggest party,0.28724099999999997,0.28724099999999997,0.28724099999999997
42667,WK071700,Wijk 00 Veere,biggest party name,1.0,1.0,1.0
42676,WK071701,Wijk 01 Gapinge,act ind per,0.46399999999999997,0.46399999999999997,0.46399999999999997
42677,WK071701,Wijk 01 Gapinge,act ega per,0.22399999999999998,0.22399999999999998,0.22399999999999998
42678,WK071701,Wijk 01 Gapinge,act col per,0.128,0.128,0.128
42679,WK071701,Wijk 01 Gapinge,act fat per,0.152,0.152,0.152
42682,WK071701,Wijk 01 Gapinge,biggest party,0.242667,0.242667,0.242667
42683,WK071701,Wijk 01 Gapinge,biggest party name,1.0,1.0,1.0
42692,WK071702,Wijk 02 Vrouwenpolder,act ind per,0.507772,0.507772,0.507772
42693,WK071702,Wijk 02 Vrouwenpolder,act ega per,0.200777,0.200777,0.200777
42694,WK071702,Wijk 02 Vrouwenpolder,act col per,0.125324,0.125324,0.125324
42695,WK071702,Wijk 02 Vrouwenpolder,act fat per,0.142811,0.142811,0.142811
42698,WK071702,Wijk 02 Vrouwenpolder,biggest party,0.28724099999999997,0.28724099999999997,0.28724099999999997
42699,WK071702,Wijk 02 Vrouwenpolder,biggest party name,1.0,1.0,1.0
42708,WK071703,Wijk 03 Serooskerke,act ind per,0.497508,0.497508,0.497508
42709,WK071703,Wijk 03 Serooskerke,act ega per,0.156146,0.156146,0.156146
42710,WK071703,Wijk 03 Serooskerke,act col per,0.112126,0.112126,0.112126
42711,WK071703,Wijk 03 Serooskerke,act fat per,0.210963,0.210963,0.210963
42714,WK071703,Wijk 03 Serooskerke,biggest party,0.245017,0.245017,0.245017
42715,WK071703,Wijk 03 Serooskerke,biggest party name,2.0,2.0,2.0
42724,WK071704,Wijk 04 Domburg,act ind per,0.507772,0.507772,0.507772
42725,WK071704,Wijk 04 Domburg,act ega per,0.200777,0.200777,0.200777
42726,WK071704,Wijk 04 Domburg,act col per,0.125324,0.125324,0.125324
42727,WK071704,Wijk 04 Domburg,act fat per,0.142811,0.142811,0.142811
42730,WK071704,Wijk 04 Domburg,biggest party,0.28724099999999997,0.28724099999999997,0.28724099999999997
42731,WK071704,Wijk 04 Domburg,biggest party name,1.0,1.0,1.0
42740,WK071705,Wijk 05 Oostkapelle,act ind per,0.490457,0.490457,0.490457
42741,WK071705,Wijk 05 Oostkapelle,act ega per,0.158473,0.158473,0.158473
42742,WK071705,Wijk 05 Oostkapelle,act col per,0.0931174,0.0931174,0.0931174
42743,WK071705,Wijk 05 Oostkapelle,act fat per,0.228456,0.228456,0.228456
42746,WK071705,Wijk 05 Oostkapelle,biggest party,0.240602,0.240602,0.240602
42747,WK071705,Wijk 05 Oostkapelle,biggest party name,1.0,1.0,1.0
42756,WK071706,Wijk 06 Aagtekerke,act ind per,0.278622,0.278622,0.278622
42757,WK071706,Wijk 06 Aagtekerke,act ega per,0.057750800000000005,0.057750800000000005,0.057750800000000005
42758,WK071706,Wijk 06 Aagtekerke,act col per,0.04559269999999999,0.04559269999999999,0.04559269999999999
42759,WK071706,Wijk 06 Aagtekerke,act fat per,0.583587,0.583587,0.583587
42762,WK071706,Wijk 06 Aagtekerke,biggest party,0.5309020000000001,0.5309020000000001,0.5309020000000001
42763,WK071706,Wijk 06 Aagtekerke,biggest party name,11.0,11.0,11.0
42772,WK071707,Wijk 07 Grijpskerke,act ind per,0.541284,0.541284,0.541284
42773,WK071707,Wijk 07 Grijpskerke,act ega per,0.13455699999999998,0.13455699999999998,0.13455699999999998
42774,WK071707,Wijk 07 Grijpskerke,act col per,0.09989810000000002,0.09989810000000002,0.09989810000000002
42775,WK071707,Wijk 07 Grijpskerke,act fat per,0.191641,0.191641,0.191641
42778,WK071707,Wijk 07 Grijpskerke,biggest party,0.235474,0.235474,0.235474
42779,WK071707,Wijk 07 Grijpskerke,biggest party name,2.0,2.0,2.0
42788,WK071708,Wijk 08 Meliskerke,act ind per,0.23404299999999997,0.23404299999999997,0.23404299999999997
42789,WK071708,Wijk 08 Meliskerke,act ega per,0.040425499999999996,0.040425499999999996,0.040425499999999996
42790,WK071708,Wijk 08 Meliskerke,act col per,0.028723400000000003,0.028723400000000003,0.028723400000000003
42791,WK071708,Wijk 08 Meliskerke,act fat per,0.671277,0.671277,0.671277
42794,WK071708,Wijk 08 Meliskerke,biggest party,0.629787,0.629787,0.629787
42795,WK071708,Wijk 08 Meliskerke,biggest party name,11.0,11.0,11.0
42804,WK071709,Wijk 09 Koudekerke,act ind per,0.447054,0.447054,0.447054
42805,WK071709,Wijk 09 Koudekerke,act ega per,0.209223,0.209223,0.209223
42806,WK071709,Wijk 09 Koudekerke,act col per,0.160547,0.160547,0.160547
42807,WK071709,Wijk 09 Koudekerke,act fat per,0.134073,0.134073,0.134073
42810,WK071709,Wijk 09 Koudekerke,biggest party,0.238258,0.238258,0.238258
42811,WK071709,Wijk 09 Koudekerke,biggest party name,1.0,1.0,1.0
42820,WK071710,Wijk 10 Biggekerke,act ind per,0.495066,0.495066,0.495066
42821,WK071710,Wijk 10 Biggekerke,act ega per,0.1875,0.1875,0.1875
42822,WK071710,Wijk 10 Biggekerke,act col per,0.0838816,0.0838816,0.0838816
42823,WK071710,Wijk 10 Biggekerke,act fat per,0.19078900000000001,0.19078900000000001,0.19078900000000001
42826,WK071710,Wijk 10 Biggekerke,biggest party,0.25,0.25,0.25
42827,WK071710,Wijk 10 Biggekerke,biggest party name,1.0,1.0,1.0
42836,WK071711,Wijk 11 Zoutelande,act ind per,0.529891,0.529891,0.529891
42837,WK071711,Wijk 11 Zoutelande,act ega per,0.147645,0.147645,0.147645
42838,WK071711,Wijk 11 Zoutelande,act col per,0.0851449,0.0851449,0.0851449
42839,WK071711,Wijk 11 Zoutelande,act fat per,0.192029,0.192029,0.192029
42842,WK071711,Wijk 11 Zoutelande,biggest party,0.304348,0.304348,0.304348
42843,WK071711,Wijk 11 Zoutelande,biggest party name,1.0,1.0,1.0
42852,WK071712,Wijk 12 Westkapelle,act ind per,0.40261199999999997,0.360823,0.319035
42853,WK071712,Wijk 12 Westkapelle,act ega per,0.157865,0.12652,0.0951743
42854,WK071712,Wijk 12 Westkapelle,act col per,0.162408,0.16833499999999998,0.174263
42855,WK071712,Wijk 12 Westkapelle,act fat per,0.245315,0.27279200000000003,0.300268
42858,WK071712,Wijk 12 Westkapelle,biggest party,0.21294699999999997,0.184222,0.155496
42859,WK071712,Wijk 12 Westkapelle,biggest party name,1.0,1.0,1.0
42868,WK086100,Wijk 00 Veldhoven,act ind per,0.369735,0.323457,0.277179
42869,WK086100,Wijk 00 Veldhoven,act ega per,0.21466,0.199695,0.184729
42870,WK086100,Wijk 00 Veldhoven,act col per,0.179583,0.171713,0.16384200000000002
42871,WK086100,Wijk 00 Veldhoven,act fat per,0.173737,0.208423,0.24310900000000002
42874,WK086100,Wijk 00 Veldhoven,biggest party,0.21900799999999998,0.18723,0.155453
42875,WK086100,Wijk 00 Veldhoven,biggest party name,1.0,1.0,1.0
42884,WK086101,Wijk 01 Noordelijk Woongebied,act ind per,0.411605,0.358467,0.305329
42885,WK086101,Wijk 01 Noordelijk Woongebied,act ega per,0.22984200000000002,0.222951,0.216059
42886,WK086101,Wijk 01 Noordelijk Woongebied,act col per,0.170761,0.16078399999999998,0.150807
42887,WK086101,Wijk 01 Noordelijk Woongebied,act fat per,0.138809,0.173401,0.20799299999999998
42890,WK086101,Wijk 01 Noordelijk Woongebied,biggest party,0.27234400000000003,0.230879,0.189415
42891,WK086101,Wijk 01 Noordelijk Woongebied,biggest party name,1.0,1.0,1.0
42900,WK086102,Wijk 02 Oerle,act ind per,0.438141,0.42419799999999996,0.41025600000000007
42901,WK086102,Wijk 02 Oerle,act ega per,0.204002,0.19455899999999998,0.185116
42902,WK086102,Wijk 02 Oerle,act col per,0.16373800000000002,0.144096,0.124453
42903,WK086102,Wijk 02 Oerle,act fat per,0.156052,0.163392,0.170732
42906,WK086102,Wijk 02 Oerle,biggest party,0.282577,0.256673,0.230769
42907,WK086102,Wijk 02 Oerle,biggest party name,1.0,1.0,1.0
42916,WK045300,Wijk 00 Velsen Zuid en Driehuis,act ind per,0.488646,0.41553999999999996,0.342435
42917,WK045300,Wijk 00 Velsen Zuid en Driehuis,act ega per,0.27163000000000004,0.285986,0.30034099999999997
42918,WK045300,Wijk 00 Velsen Zuid en Driehuis,act col per,0.119575,0.126719,0.133864
42919,WK045300,Wijk 00 Velsen Zuid en Driehuis,act fat per,0.0868066,0.1274,0.167994
42922,WK045300,Wijk 00 Velsen Zuid en Driehuis,biggest party,0.343202,0.281574,0.21994699999999998
42923,WK045300,Wijk 00 Velsen Zuid en Driehuis,biggest party name,1.0,1.0,1.0
42932,WK045301,Wijk 01 IJmuiden Noord,act ind per,0.277104,0.21895900000000001,0.160813
42933,WK045301,Wijk 01 IJmuiden Noord,act ega per,0.21141999999999997,0.19905599999999998,0.186691
42934,WK045301,Wijk 01 IJmuiden Noord,act col per,0.156186,0.157113,0.15804100000000001
42935,WK045301,Wijk 01 IJmuiden Noord,act fat per,0.281023,0.350308,0.41959300000000005
42938,WK045301,Wijk 01 IJmuiden Noord,biggest party,0.247248,0.184776,0.29728899999999997
42939,WK045301,Wijk 01 IJmuiden Noord,biggest party name,3.0,3.0,12.0
42948,WK045302,Wijk 02 IJmuiden Zuid,act ind per,0.278543,0.219823,0.161104
42949,WK045302,Wijk 02 IJmuiden Zuid,act ega per,0.22368400000000002,0.21794000000000002,0.212196
42950,WK045302,Wijk 02 IJmuiden Zuid,act col per,0.165385,0.166747,0.16810899999999998
42951,WK045302,Wijk 02 IJmuiden Zuid,act fat per,0.248583,0.310324,0.372064
42954,WK045302,Wijk 02 IJmuiden Zuid,biggest party,0.21416999999999997,0.162091,0.262052
42955,WK045302,Wijk 02 IJmuiden Zuid,biggest party name,3.0,3.0,12.0
